MS COCO Image ID,Question ID,Soru,Yapay Zeka Cevabi,Gercek Cevaplar,Durum
262148,262148000,Where is he looking?,down,down; down; at table; skateboard; down; table; down; down; down; down,Dogru
269682,269682005,Is this a stormy picture?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; no,Dogru
269682,269682006,Are there cameras next to the traffic lights?,yes,yes; yes; no; no; yes; yes; yes; yes; yes; no,Dogru
269689,269689000,What color are the jerseys?,blue,blue; navy blue; blue; blue; blue; blue and white; blue; blue; blue; blue,Dogru
269689,269689001,Are these players in the major or minor league?,minor,minor; minor; minor; minor; minor; minor; minor league; major; minor; minor,Dogru
269689,269689002,What color are the batter's socks?,red,red; red; red; re; red; red; red; red; red; red,Dogru
394474,394474000,Are the curtains closed?,no,yes; no; no; yes; no; no; no; no; yes; yes,Dogru
394474,394474001,What is the girl holding?,pen,toy; pen; pencils; toothbrush; pen; markers; pen; writing utensils; pens; candy,Dogru
394474,394474002,Is the door open or closed?,closed,closed; closed; closed; open; closed; open; open; closed; closed; closed,Dogru
7556,7556000,Are the insides convex or concave?,concave,concave; concave; convex; convex; concave; concave; no idea; concave; concave; concave,Dogru
7556,7556001,Are the Kites flying over water?,yes,no; yes; yes; yes; yes; yes; yes; yes; no kites; yes,Dogru
7556,7556002,How many kites are there?,20,15; 14; 17; 13; 14; 15; 16; 16; 13; 16,Yanlis
222842,222842000,Do all the glasses have the same amount of liquids?,no,yes; yes; yes; yes; yes; yes; yes; no; no; yes,Dogru
222842,222842001,What is in the glass?,lemonade,water; water; water; water; water; tea; water; water; lemonade; beverage,Dogru
222842,222842002,Is that a lemon in the glass in the back of the photo?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
222842,222842003,How many napkins are on the table?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
222842,222842004,How many forks are on the table?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
7559,7559000,How many toothbrushes do you see?,11,10; 9; 9; 10; 10; 8; 8; 9; 8; 7,Yanlis
7559,7559001,What brand toothbrushes are these?,colgate,generic; oral b; no-name; colgate; reach; colgate; colgate; unknown; oral b; generic,Dogru
7559,7559002,What are the colored items used for?,brushing teeth,toothbrushes; brushing teeth; cleaning teeth; brushing teeth; brushing teeth; brushing teeth; toothbrush; brush teeth; brushing teeth; toothbrush,Dogru
7559,7559003,How many different colors are the toothbrushes?,5,7; 5; 8; 9; 7; 5; 7; 8; 6; 9,Dogru
7559,7559004,What is in the mug?,toothbrushes,toothbrushes; toothbrushes; toothbrushes; toothbrushes; toothbrushes; toothbrushes; toothbrushes; toothbrushes; toothbrushes; toothbrushes,Dogru
531852,531852000,How many pieces of artwork are on the wall behind the men?,3,3; 3; 3; 3; 3; 3; 3; 3; 3; 3,Dogru
531852,531852001,What is the man holding?,wii remote,wiimote; game controller; wii controller; wiimote; wii remote; wii controller; controller; controller; wii controller; remote,Dogru
531852,531852002,Are the men playing Xbox?,no,yes; no; no; no; no; no; yes; no; no; no,Dogru
531852,531852003,How many shoes do you see?,2,3; 3; 3; 3; 2; 3; 3; 2; 3; 3,Dogru
531852,531852004,What color are the walls?,green,green; green; grayish green; green; green; dark gray; gray; green; green; green,Dogru
531852,531852005,Is something plugged into the wall?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
531852,531852006,How many fire extinguishers do you see?,0,0; 0; 0; 0; 0; 0; 0; 0; 0; 0,Dogru
531852,531852007,What color is the wall?,green,green; green; green; green; gray; dark green; green; gray; gray; gray,Dogru
531854,531854000,What color is the water?,green,green; green; green; green; green; green; green; green; blue/gray; green,Dogru
531854,531854001,Are these birds flying in the air?,no,no; no; no; no; no; no; no; no; no; no,Dogru
531854,531854002,What kind of birds are these?,geese,geese; ducks; ducks; ducks; canadian geese; geese; ducks; canadian geese; ducks; geese,Dogru
138639,138639000,How many people are walking on the sidewalk?,3,2; 10; 6; 4; 5; 4; 15; 12; 3; 9,Dogru
138639,138639001,How many stories is the building on the right?,20,30; 11; 2; 30; 25; many; 35; 25; 45; 30,Yanlis
138639,138639002,What is the road paved with?,bricks,tiles; bricks; pavers; tiles; brick slabs; brick; bricks; stones; bricks; tiles,Dogru
138639,138639003,Are these people carrying red bags of luggage?,no,no; yes; no; no; no; no; no; no; no; no,Dogru
138639,138639004,What store name is displayed on the far right?,nordstrom,nordstrom; nordstrom; nordstrom; nordstrom; nordstrom; nordstrom; mcmorran; nordstrom; nordstrom; nordstrom,Dogru
138639,138639005,Is there a person riding a bike?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138639,138639006,Is this still a commonly used form of transportation?,yes,yes; yes; yes; yes; no; no; yes; yes; car; yes,Dogru
138639,138639007,What is the man riding?,bike,bike; bike; bicycle; bike; riding bicycle; bike; bicycle; bicycle; riding bike; bike,Dogru
138639,138639008,What time of day is it?,afternoon,morning; afternoon; noon; morning; afternoon; afternoon; noon; morning; noon; 5:00,Dogru
138639,138639009,How many people riding bicycles?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
138639,138639010,What country's flag hangs on the right?,usa,american; united states of america; usa; american; us; usa; america; usa; north america; usa,Dogru
138639,138639011,Where are the buildings?,background,city; high rise; city; city; in background; back; background; in background; background; background,Dogru
7570,7570000,What kind of room is this?,office,study; office; living room; bedroom; bedroom; living; living room; bedroom; living; living room,Dogru
7570,7570001,What time does the computer display?,10 : 00,not possible; daytime; 1:23; 12:00; unreadable; 6pm; current time; 5; unknown; 12,Yanlis
7570,7570002,How many plants are there?,2,2; 2; 1; 2; 2; 1; 1; 1; 1; 1,Dogru
7570,7570003,What is in this room?,desk,office; office; office; electronics; computer; office; computer; tv; computer; furniture,Yanlis
7570,7570004,What kind of computer is that?,apple,apple; apple; desktop; apple; desktop; desktop; apple; desktop; apple; mac,Dogru
138644,138644000,What fruit is this woman holding?,banana,banana; banana; banana; banana; banana; banana; banana; banana; banana; banana,Dogru
138644,138644001,Does the woman have bangs?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138644,138644002,How many teeth is the woman showing?,4,3; 5; 4; 2; 4; 4; 4; 4; 3; 3,Dogru
197870,197870000,Is this a farm?,no,yes; no; unknown; no; no; no; no; no; no; no,Dogru
197870,197870001,How many people can be seen?,1,1; 1; 1; 1; 1; 1; 1; 1; 1; 1,Dogru
197870,197870002,What animal is shown?,rooster,chicken; chicken; chicken; chicken; chicken; chicken; chicken; rooster; rooster; chicken,Dogru
7574,7574000,What color are the cabinets?,brown,tan; brown; brown; brown; brown; brown; brown; brown; tan; wood,Dogru
7574,7574001,What type of bottle is this?,laundry detergent,laundry; plastic; glass; plastic; vodka; laundry detergent; laundry; cleaner; laundry soap; laundry detergent,Dogru
7574,7574002,What color is the bow on the plate?,red,red; red; red; red; red; red; red; red; red; red,Dogru
7574,7574003,What is on the counter?,dish soap,"various items; aluminum foil, dishes; dishwasher liquid; notebook; plate, dish detergent, paper towels; detergent; various items; chemicals; cleaners and food; appliances",Yanlis
7574,7574004,What color is the bowl?,white,silver; white; unanswerable; silver; brown; green; green; brown; white; green,Dogru
138648,138648000,What time does the clock say?,2 : 35,7:55; 6:49; 9:35; 6:54; 6:54; 6:50; 6:55; 10:45; 10.35; 6:54,Yanlis
138648,138648001,What are the windows made of?,glass,glass; glass; glass; concrete; glass; 100; glass; glass; glass; glass,Dogru
138648,138648002,What does the sign say?,underground,underground; underground; underground; underground; underground; underground; underground; underground; underground; underground,Dogru
138648,138648003,Which famous landmark is shown?,big ben,big ben clock tower; big ben; big ben; big ben; big ben; big ben; big ben; underground; big ben; london clock,Dogru
269721,269721000,What sport is he playing?,baseball,baseball; baseball; baseball; baseball; baseball; baseball; baseball; baseball; baseball; baseball,Dogru
269721,269721001,Who is in the background?,umpire,catcher; outfield fence; baseball player; player; poster; 3rd baseman; baseball player; outfielder; outfielder; baseball player,Yanlis
269721,269721002,What sport is this?,baseball,baseball; baseball; baseball; baseball; baseball; baseball; baseball; baseball; baseball; baseball,Dogru
269721,269721003,Is this man talented at tennis?,no,i don't know; no; no; no; no; yes; no; no; no; no,Dogru
269721,269721004,What color is the ball?,white,white; white; white; white; white; white; white; white; white; white,Dogru
269721,269721005,Does the player have the ball?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
269721,269721006,What indicates this is a professional game?,advertisement,big field and advertisement; shirt; sponsors; sponsors; banners; uniforms; cap; sponsors; uniforms; ads,Yanlis
269721,269721007,Where is the ball?,hand,behind back; hand; behind pitcher; hand; in pitchers hand; hand; pitcher's hand; hand; hand; hand,Dogru
269721,269721008,What are the last 2 digits behind the man?,0,unknown; unreadable; no digits behind man; 00; 00; 0; 2; 00; 00; 90,Dogru
269721,269721009,Is this man any good at tennis?,no,no; no; no; no; no; no; no; no; dunno; maybe,Dogru
269721,269721010,Who a the sponsor of this game?,michigan state,virginian-pilot; virginian pilot; pilot sport; virginian pilot; virginian pilot; virginian pilot; virginian pilot; virginia-dillon; virginian pilot; virginian pilot,Yanlis
269721,269721011,What area of the baseball field is this?,pitcher ' s mound,infield; pitcher; pitchers mound; infield; pitchers mound; outfield; infield; pitcher's mound; pitching mound; mound,Yanlis
269721,269721012,What position does this player play?,pitcher,pitcher; baseball; pitcher; pitcher; pitcher; pitcher; pitcher; pitcher; pitcher; pitcher,Dogru
269721,269721013,What color is the team uniform?,black and gray,black; black; black and gray; black and white; black and white; black and gray; black; black; black and gray; black and gray,Dogru
269721,269721014,Is this a double tennis match?,no,no; no; no; no; no; no; no; no; no; no,Dogru
269721,269721015,What is being advertised on the sign?,camera,radio station; sports equipment; newspaper subscriptions; pilot sports; newspaper; newspaper; newspaper; newspaper; pilot; pilot,Yanlis
269721,269721016,Is the baseball in flight?,no,no; no; no; no; no; no; no; no; no; no,Dogru
269721,269721017,What color is the hat?,black,"black; black; blue; black; black; black; black; black, purple; black; black",Dogru
400794,400794000,Does he have a pocket protector?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400794,400794001,What is the man doing?,eating,eating; eating; eating; eating; eating; eating; eating; eating; eating; eating,Dogru
400794,400794002,What is the man's facial hair trim called?,goatee,goatee; goatee; gote; goatee; goatee; goatee; goatee; goatee; goethe; goatee,Dogru
400794,400794003,What design is on the plates?,none,round white; no design; unanswerable; plain; circular; none; plain white; none; solid; white,Dogru
400794,400794004,What is the dish the man is eating?,pizza,pizza; bread; pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza,Dogru
138653,138653000,What type of animals are displayed on the cake?,horses,horses; horses; horses; horses; horses; horses; horses; horses; horses; horses,Dogru
138653,138653001,Whose name is spelled out on the cupcakes?,julie,melanie; melanie; melanie; unable to read; melanie; melanie; melanie; natalie; melanie; melanie,Yanlis
138653,138653002,What color is the icing on the cake?,green,"green; green and yellow; green; green and blue and yellow; green, yellow, blue, and pink; green and blue; blue green yellow pink; green; green; blue, green, and pink",Dogru
138656,138656000,Are these circus animals?,no,yes; yes; no; no; no; yes; no; no; yes; no,Dogru
138656,138656001,Is this an animation?,yes,yes; no; yes; no; no; no; giraffe; yes; yes; yes,Dogru
138656,138656002,What kind of animals is the woman riding?,giraffe,giraffe; giraffe; giraffe; giraffe; giraffe; giraffe; giraffe; giraffe; giraffe; giraffe,Dogru
400803,400803000,What kind of vehicle is this?,boat,boat; boat; boat; boat; boat; boat; boat; boat; boat; boat,Dogru
400803,400803001,What St does this boat belong to?,bay,wine; maine; boater; coast guard; john; california; wine; usa; thomas; wine,Yanlis
400803,400803002,Where is the boat registered?,china,maine; america; america; florida; america; italy; usa; usa; united states; russia,Yanlis
400803,400803003,How many life preservers are on the top of the boat?,2,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Dogru
269736,269736000,How many people are holding up a plate?,0,0; 0; 0; 0; 0; 0; 0; 0; 0; 0,Dogru
269736,269736001,Do they all have cameras?,yes,yes; no; yes; yes; no; yes; yes; yes; no; yes,Dogru
269736,269736002,Are any of the men in a uniform?,no,no; no; no; no; no; no; no; no; no; no,Dogru
269736,269736003,What are the people taking a picture of?,pizza,pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza; cheesecake; pizza,Dogru
269736,269736004,Do the pizzas seem identical?,yes,no; yes; no; yes; yes; no; no; yes; yes; no,Dogru
269736,269736005,What are they doing?,taking pictures,eating; taking pictures of pizza; taking pictures; taking pictures; taking pictures; taking pictures; taking pictures; taking pictures; taking pictures; taking pictures,Dogru
269736,269736006,How many women are there?,3,4; 4; 4; 3; 4; 4; 4; 4; 0; 4,Dogru
7593,7593000,What kind of building does this appear to be in?,skate park,warehouse; skatepark; church; church; skate park; church; church; church; skatepark; church,Dogru
7593,7593001,How many skateboard wheels do you see?,4,4; 4; 4; 4; 4; 4; 4; 4; 4; 4,Dogru
7593,7593002,What color is the skater's helmet?,black,black; black; black; black; black; black; black; black; black; black,Dogru
7593,7593003,Is the skateboarder flying?,no,yes; no; yes; no; no; no; no; yes; no; yes,Dogru
400815,400815000,Is the man's leg visible?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
400815,400815001,Is there a van in the photo?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400815,400815002,Does the man look busy?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400815,400815003,Are the people on a river cruise?,no,no; no; no; no; no; no; no; no; no; no,Dogru
400815,400815004,What color is the truck?,black,black; black; black; black; black; gray; black; black; black; black,Dogru
400815,400815005,Where is the man sitting?,in truck bed,truck; back of truck; bed of truck; bed of truck; back of truck; truck bed; truck bed; in truck; pickup truck; truck bed,Yanlis
400815,400815006,What is the man riding?,truck,pick up truck; truck; truck; truck; truck; truck; truck; back of truck; truck; truck,Dogru
400815,400815007,What is the man in shorts looking at?,camera,viewer; camera; man in pants looking at camera; back of truck; photographer; no man in shorts; camera; no man in shorts; you; camera,Dogru
400815,400815008,Is there water in the picture?,no,no; no; no; no; no; no; no; no; no; mp,Dogru
400815,400815009,Is the man a hitchhiker?,yes,no; yes; yes; yes; yes; maybe; no; yes; yes; yes,Dogru
400815,400815010,Who is seated in the photo?,man,man; man; man; man; older male; man; old man; man; man; man,Dogru
400815,400815011,What direction is the man's head in relation to his feet?,right,straight ahead; left; north; facing his feet; forward; sideways and up; above; forward; centered; back,Yanlis
138675,138675000,What is covering the ground in this picture?,snow,snow; snow; snow; snow; snow; snow; snow; snow; snow; snow,Dogru
138675,138675001,What color is the woman's clothes?,black,"black; brown, black, blue; black; black; black; black and tan; plaid; black; black; black",Dogru
138675,138675002,Is this place cold?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138675,138675003,What color is the child's jacket?,black,black; black; black; black; black; black; black; black; black; black,Dogru
138675,138675004,Is the person at the top or bottom of the slope?,top,top; top; top; top; top; top; bottom; top; top; top,Dogru
531896,531896000,What color is the little girl's hair?,red,red; red; orange; black; red; red; red; red; orange; red,Dogru
531896,531896001,"What is on the cart, besides the girl?",luggage,luggage; luggage; suitcases; luggage; luggage; luggage; suitcases; luggage; luggage; bags,Dogru
531896,531896002,Is the man holding a baby?,yes,no; yes; yes; yes; yes; yes; yes; yes; no; yes,Dogru
531896,531896003,What is the man carrying?,baby,baby; luggage; baby; baby; luggage; baby; baby; baby; baby; baggage,Dogru
531896,531896004,Is there a child's carriage?,no,yes; no; no; yes; no; no; no; no; yes; no,Dogru
531896,531896005,Do you normally take so much luggage with you when you travel?,no,yes; yes; yes; yes; no; no; yes; no; no; yes,Dogru
531896,531896006,What color is the bag?,blue,blue; white; blue; blue and yellow; pink; blue; pink; brown; blue; black,Dogru
531896,531896007,Should the man be wearing a helmet?,no,no; no; no; no; no; no; no; no; no; no,Dogru
1268,1268000,What color is the grass?,green,green; green; green; green; green; no grass; green; green; green; no grass,Dogru
1268,1268001,What is everyone sitting under?,bridge,bridge; canopy; bridge; bridge; bridge; bridge; bridge; bridge; bridge; bridge,Dogru
1268,1268002,What is the woman taking a picture of?,swan,bird; swan and water; bird; goose; swan; bird; bird; swan; bird; bird,Dogru
285258,285258000,Are the dogs able to run freely?,no,yes; yes; yes; no; yes; no; no; no; yes; yes,Dogru
285258,285258001,How many dogs are in the photo?,4,4; 5; 4; 5; 4; 5; 4; 5; 5; 4,Dogru
285258,285258002,Are the dogs playing?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
400836,400836000,Are the animals eating?,no,no; no; no; yes; no; no; no; no; grass; no,Dogru
400836,400836001,How many animals?,4,5; 5; 3; 4; 3; 5; 4; 4; 5; 5,Dogru
400836,400836002,What kind of animals?,zebra,zebras; zebra; zebras; zebras; zebra; zebra; zebras; zebras; zebras; zebra,Dogru
531909,531909000,What architectural style is the building?,chinese,old; columns; chinese; chinese architecture; classical; arabic; muslim; moroccan; moroccan; indian,Dogru
531909,531909001,What material lines the majority of elements of this photograph?,tile,tile; gold; tile; wood; wallpaper; tile; marble; tile; gold; tile,Dogru
531909,531909002,Why are they carrying an umbrella?,rain,it's raining; rain; it's sunny; raining; sun; it's hot; sun; because it is warm and they want protection from sun; sun protection; raining,Dogru
531917,531917000,What kind of tree is in the background?,oak,oak; green; big tree; eucalyptus; oak; oak; acacia; many; maple; shade trees,Dogru
531917,531917001,How many benches are empty?,2,6; 2; yes; 1; 1; 2; 2; 4; 1; 2,Dogru
531917,531917002,What part of the house is this in?,garden,outside; patio; outside; outside; outside; outdoor garden; backyard; this doesn't appear to be yard of house; garden; no house,Dogru
531917,531917003,What color are the plants?,green,green; khaki; green; green; green; green; green; green; green; green,Dogru
531917,531917004,How many people are sitting on benches?,2,3; 3; 4; 3; 4; 3; 4; 4; 3; 3,Yanlis
400847,400847000,Is the vase round?,yes,no; yes; yes; yes; yes; no; yes; yes; yes; no,Dogru
400847,400847001,What material is the vase made of?,glass,glass; glass; glass; glass; glass; glass; glass; glass; glass; glass,Dogru
400847,400847002,Is there a reflection on the vase?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138704,138704000,Does the man have a controller in his hand?,yes,yes; no; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138704,138704001,Can you spot candles?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138704,138704002,How many screens are visible?,3,3; 3; 2; 3; 4; 3; 2; 3; 2; 2,Dogru
400851,400851000,Are these people near the beach?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
400851,400851001,Where is the picture taken?,beach,on beach; beach; ocean; beach; beach; beach; beach; beach; beach; beach,Dogru
400851,400851002,Is this a hot day?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
400851,400851003,How many umbrellas are there?,5,3; 4; 7; 8; 5; 5; 8; 5; 5; 6,Dogru
400853,400853000,What are these men riding on?,motorcycle,motorcycle; motorcycle; motorcycle; bike; motorbike; motorcycle; motorcycle; scooter; motorcycle; moped,Dogru
400853,400853001,How many cars are here?,20,12; 0; 20; 0; 0; 20; 15; 16; 20; many,Dogru
400853,400853002,How many people on the moped?,two,2; 2; 2; 2; 2; 2; 2; 2; 2; 2,Yanlis
269784,269784000,Where is the bike helmet?,on bike,on bike; near seat; hanging; hanging from front of seat; on bike; on bike; on bike; nowhere; on motorbike; on moped,Dogru
269784,269784001,Is there a manhole?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
269784,269784002,What color are the wheels?,black,black; silver; black; black; black; black; silver; black; black; black,Dogru
269784,269784003,Is it parked properly?,yes,yes; yes; no; no; no; no; no; yes; no; no,Dogru
269784,269784004,What color is the wheel?,black,black; black; black; black; black; black; black; black; black; black,Dogru
269784,269784005,What kind of car is in the picture?,scooter,van; scooter; yellow; scooter; moped; moped; moped; moped; motorcycle; motorcycle,Dogru
269784,269784006,What color is this vehicle?,yellow,yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow,Dogru
269784,269784007,Is this a scooter?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
269784,269784008,What are those yellow things next to the boxes?,fire hydrant,"fire hydrant; there are no boxes; moped; fire hydrant and scooter; scooter; fire hydrant, motorcycle; hydrant scooter; hydrant; fire hydrant; hydrants",Dogru
269784,269784009,What color is the bike?,yellow,yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow,Dogru
138713,138713000,What object is the guy trying to catch?,frisbee,frisbee; frisbie; frisbee; frisbee; frisbee; frisbee; football; frisbee; frisbee; disc,Dogru
138713,138713001,What color is the frisbee?,white,white; white; white; white; white; white; white; white; white; white,Dogru
138713,138713002,What color is the man's hat on the right?,green,pink flesh colored; green; green; green; green; purple; green; green; green; green,Dogru
269786,269786000,Is that house a private residence?,yes,yes; yes; yes; no; yes; no; yes; no; yes; no,Dogru
269786,269786001,Is there a bench by the water?,yes,no; yes; yes; yes; yes; yes; no; no; yes; yes,Dogru
269786,269786002,Is this man surfing on a river?,yes,yes; yes; no; yes; yes; yes; yes; yes; yes; yes,Dogru
154193,154193000,What color is the fanny pack?,black,orange; pink; orange; orange; orange; orange; black; red; orange; orange,Dogru
154193,154193001,Is the person in the main focus of the picture a man or a woman?,woman,woman; woman; woman; woman; woman; woman; woman; yes; woman; woman,Dogru
154193,154193002,What is the woman's food?,pizza,pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza; pizza,Dogru
138728,138728000,Is there water bottles in the picture?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138728,138728001,What color is the grass?,green,green; green; brown and green; green; yellowish; green and brown; brown-green; green; brown; grass,Dogru
138728,138728002,What color are the tents in the background?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
138728,138728003,What is in the man's hand?,frisbee,nothing; camera; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee,Dogru
138728,138728004,Why is the man's foot off the ground?,jumping,catching; jumping; he's jumping; jumping; jump; jumping; jump; jumping to catch; he's jumping; he jumped,Dogru
138728,138728005,What is the number on the back of the player in white wearing the hat?,23,18; 50; 50; 0; 18; 18; 0; not sure; 0; 32,Yanlis
138728,138728006,What color is #50's Jersey?,blue,blue; blue; blue; blue; blue; purple; blue; purple; purple; food,Dogru
138728,138728007,What color is the tent?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
138728,138728008,What object is #18 jumping for?,frisbee,frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee; frisbee,Dogru
138730,138730000,How many wheels are there seen?,4,4; 4; 4; 4; 4; 4; 4; 4; 4; 5,Dogru
138730,138730001,What company do these trucks belong to?,petronas,petronas; petronas; petronas; petronas; petronas lubricants; petronas; petronas; petronas; iveco; iveco,Dogru
138730,138730002,What does the middle bus say on the marquee?,no truck,petronas; petronas; petware; petronas; petronas; petronas; petronas; petronas; petronas; petronas,Yanlis
138730,138730003,What is the main color of the truck?,blue,blue; blue; blue; blue; turquoise; turquoise; blue; teal; turquoise; blue,Dogru
138730,138730004,What is the smaller vehicle?,truck,truck; jeep; truck; truck; truck; truck; truck; truck; truck; truck,Dogru
138730,138730005,Is the vehicle moving?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
138730,138730006,Is it winter?,no,no; no; no; no; no; no; no; no; no; no,Dogru
138730,138730007,What color is the truck?,blue,"blue; turquoise; teal; green; blue; blue; blue; blue, white, black; green; blue",Dogru
138730,138730008,What brand of truck is this?,isuzu,no; petronas; ford; unknown; honda; unclear; iveco; iveco; unknown; mack,Yanlis
138730,138730009,Is this picture in America?,no,no; no; no; no; no; no; no; no; no; no,Dogru
138730,138730010,What is the truck advertising?,water,petronas; lubricants; petronas; petronas; water; petronas; petronas; lubricant; petronas; yellow,Dogru
138730,138730011,What country is advertised on this vehicle?,unknown,mexico; none; usa; petronas; america; canada; malaysia; none; iraq; arabia,Yanlis
138730,138730012,What shipping company is this?,none,petronas; petronas; weco; petronas; petronas; unsure; petronas; petronas; netco; petronas,Yanlis
138730,138730013,Is this the beach?,no,no; no; no; no; no; yes; no; yes; no; yes,Dogru
269807,269807000,What color is this man's motorcycle helmet?,white,white; white; white; white; white; white; white; white; white; white,Dogru
269807,269807001,Is the guy sitting on the motorcycle?,no,no; no; no; no; no; no; no; yes; no; no,Dogru
269807,269807002,Is the biker alone?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
7666,7666000,What direction is the waterfall flowing?,down,down; sideways; down; east; right; left; downhill; right; down; down,Dogru
7666,7666001,What color is the train?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
7666,7666002,Is the train lonely?,yes,no; no; yes; no; no; no; no; no; no; yes,Dogru
400886,400886000,Is this person a professional skier?,yes,no; yes; yes; yes; yes; no; yes; yes; yes; yes,Dogru
400886,400886001,Is he going down  a mountain?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
400886,400886002,What time of day is this?,evening,evening; afternoon; dusk; noon; evening; sunset; afternoon; sunset; afternoon; evening,Dogru
400886,400886003,What is the person doing?,skiing,skiing; skiing; skiing; skiing; skiing; skiing; skiing; skiing; skiing; skiing,Dogru
269815,269815000,What color are the sheets?,red,red; red; red; maroon; red; red; red; red; red; red,Dogru
269815,269815001,What color are the man's jeans?,blue,blue; blue; blue; blue; blue; blue; blue; blue; blue; blue,Dogru
269815,269815002,What season of the year is it?,fall,fall; fall; fall; fall; fall; summer; spring; fall; fall; spring,Dogru
269815,269815003,What is the man doing?,laying down,laying down; lying down; goofing off; laying; looking out door; laying down; playing; laying down; laying down and being silly; flailing on bed,Dogru
269815,269815004,Is this person happy?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
7673,7673000,What is the man standing on?,surfboard,surfboard; surfboard; surfboard; surfboard; surfboard; surfboard; surfboard; surfboard; water-board; surfboard,Dogru
7673,7673001,How many waves is the surfer on?,1,1; 2; lot; 1; 1; 2; 1; 1; 1; 2,Dogru
7673,7673002,Is the surfer going to fall?,no,no; no; no; no; no; no; no; yes; no; yes,Dogru
531967,531967000,What is the woman sitting on?,counter,counter; kitchen counter; counter; counter; countertop; counter; counter top; counter; kitchen counter; counter,Dogru
531967,531967001,Is there a toaster oven in the picture?,yes,yes; yes; yes; yes; yes; yes; yes; yes; yes; yes,Dogru
531967,531967002,What style of shirt is the woman wearing?,tank top,strap tee; tank top; tank; razorback tank; tank top; tank top; tank top; racer back; racerback tank top; tank top,Dogru
531970,531970000,Does the wall look clean?,no,no; no; no; no; no; no; no; no; no; no,Dogru
531970,531970001,What color is the pipe?,silver,orange; silver; red; silver; red; silver; gray; silver; silver; silver,Dogru
531970,531970002,What color is the tag?,yellow,yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow; yellow,Dogru
138755,138755000,What is in front of the buildings?,trees,birds; trees; trees; trees; clock; trees; trees; trees; clock; trees,Dogru
138755,138755001,What is at the top of the steeple?,cross,cross; cross; cross; cross; cross; clock; flag; cross; cross; blue,Dogru
138755,138755002,What time is it in this scene?,12 : 00,12:25; 12;30; noon; 5:00; unknown; 1225; 5:00; 12:25; 5:00; 12.00,Yanlis
138755,138755003,Is there a bridge?,no,no; no; no; no; no; no; no; no; no; no,Dogru
138755,138755004,What time is it?,12 : 00,12:25; 8 am; 12:25; 12:30; 12:30; 12:20 pm; 3.23; 12:25; 12:25; not sure,Yanlis
531973,531973000,Is this a cow?,yes,yes; yes; yes; no; yes; yes; no; yes; yes; yes,Dogru
531973,531973001,What is the color of the cow?,brown,reddish; brown; brown; brown; brown; brown; brown; brown; brown; brown,Dogru
531973,531973002,Is the cow looking at you?,yes,yes; yes; no; yes; yes; yes; yes; yes; yes; yes,Dogru
